top - 12:56:35 up  1:05,  1 user,  load average: 12.02, 11.87, 10.73
  717 root       9   0   932  932  836 S  0.0  0.4   0:00.00 rpc.statd          
  720 daemon     9   0   636  636  560 S  0.0  0.2   0:00.00 atd                
  723 root       8   0   716  716  612 S  0.0  0.3   0:00.00 cron               
  729 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  730 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  731 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  732 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  733 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  734 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  735 root       9   0  2252 2244 1948 S  0.0  0.9   0:03.88 sshd               
  737 root       9   0  2252 2244 1948 S  0.0  0.9   0:00.00 sshd               
  739 root      11   0  1640 1640 1212 S  0.0  0.6   0:00.03 bash               
  743 root       9   0  2260 2252 1944 S  0.0  0.9   0:01.16 sshd               
  745 root       9   0  2260 2252 1944 S  0.0  0.9   0:00.02 sshd               
  747 root       9   0  1056 1056  780 S  0.0  0.4   0:00.09 sftp-server        
  777 u4        14   0   236  236  196 R  0.0  0.1   4:07.13 u4p2               
  796 u5        14   0   236  236  196 R  0.0  0.1   3:35.66 u5p1               
  809 u1        14   0   236  236  196 R  0.0  0.1   3:30.49 u1p3               
  815 u1        14   0   236  236  196 R  0.0  0.1   3:29.98 u1p4               
  884 u6        14   0   236  236  196 R  0.0  0.1   0:31.47 u6p1               
  903 root      11   0   948  948  768 R  0.0  0.4   0:00.00 top                


top - 12:56:36 up  1:05,  1 user,  load average: 12.02, 11.87, 10.73
Tasks:  44 total,  13 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s):  79.0% user,  21.0% system,   0.0% nice,   0.0% idle
Mem:    257044k total,    70648k used,   186396k free,    11296k buffers
Swap:        0k total,        0k used,        0k free,    46832k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
  777 u4        20   0   236  236  196 R 12.0  0.1   4:07.25 u4p2               
  796 u5        20   0   236  236  196 R 12.0  0.1   3:35.78 u5p1               
  809 u1        20   0   236  236  196 R 12.0  0.1   3:30.61 u1p3               
  815 u1        20   0   236  236  196 R 12.0  0.1   3:30.10 u1p4               
  776 u4        20   0   236  236  196 R  8.0  0.1   4:07.95 u4p1               
  762 u2        20   0   236  236  196 R  7.0  0.1   4:13.51 u2p1               
  770 u3        20   0   236  236  196 R  7.0  0.1   4:10.26 u3p2               
  755 u1        20   0   236  236  196 R  6.0  0.1   4:21.98 u1p1               
  756 u1        20   0   236  236  196 R  6.0  0.1   4:19.16 u1p2               
  763 u2        20   0   236  236  196 R  6.0  0.1   4:12.28 u2p2               
  769 u3        20   0   236  236  196 R  6.0  0.1   4:09.78 u3p1               
  884 u6        14   0   236  236  196 R  6.0  0.1   0:31.53 u6p1               
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.11 init               
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd            
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.00 ksoftirqd_CPU0     
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd             
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush            
    6 root       9   0     0    0    0 S  0.0  0.0   0:00.35 kupdated           
   99 root       9   0     0    0    0 S  0.0  0.0   0:03.55 kjournald          
  413 root       9   0     0    0    0 S  0.0  0.0   0:00.00 khubd              
  495 root       9   0   856  856  732 S  0.0  0.3   0:00.00 dhclient           
  500 daemon     9   0   452  452  384 S  0.0  0.2   0:00.00 portmap            
  657 root       9   0   808  808  704 S  0.0  0.3   0:00.00 syslogd            
  660 root       9   0  1384 1380  480 S  0.0  0.5   0:00.02 klogd              
  695 Debian-e   8   0  1748 1744 1504 S  0.0  0.7   0:00.00 exim4              
  701 root       9   0   720  720  652 S  0.0  0.3   0:00.00 inetd              
  705 lp         9   0   864  864  752 S  0.0  0.3   0:00.01 lpd                
  712 root       8   0  1540 1536 1396 S  0.0  0.6   0:00.00 sshd               
  717 root       9   0   932  932  836 S  0.0  0.4   0:00.00 rpc.statd          
  720 daemon     9   0   636  636  560 S  0.0  0.2   0:00.00 atd                
  723 root       8   0   716  716  612 S  0.0  0.3   0:00.00 cron               
  729 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  730 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  731 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  732 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  733 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  734 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  735 root       9   0  2252 2244 1948 S  0.0  0.9   0:03.88 sshd               
  737 root       9   0  2252 2244 1948 S  0.0  0.9   0:00.00 sshd               
  739 root      10   0  1640 1640 1212 S  0.0  0.6   0:00.03 bash               
  743 root       9   0  2260 2252 1944 S  0.0  0.9   0:01.16 sshd               
  745 root       9   0  2260 2252 1944 S  0.0  0.9   0:00.02 sshd               
  747 root       9   0  1056 1056  780 S  0.0  0.4   0:00.09 sftp-server        
  903 root      10   0  1036 1036  844 R  0.0  0.4   0:00.00 top                


top - 12:56:37 up  1:05,  1 user,  load average: 12.02, 11.87, 10.73
Tasks:  44 total,  13 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s):  70.3% user,  29.7% system,   0.0% nice,   0.0% idle
Mem:    257044k total,    70652k used,   186392k free,    11296k buffers
Swap:        0k total,        0k used,        0k free,    46836k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
  884 u6        20   0   236  236  196 R 18.8  0.1   0:31.72 u6p1               
  756 u1        20   0   236  236  196 R 12.9  0.1   4:19.29 u1p2               
  755 u1        20   0   236  236  196 R 11.9  0.1   4:22.10 u1p1               
  769 u3        14   0   236  236  196 R  6.9  0.1   4:09.85 u3p1               
  777 u4        14   0   236  236  196 R  6.9  0.1   4:07.32 u4p2               
  815 u1        14   0   236  236  196 R  6.9  0.1   3:30.17 u1p4               
  762 u2        14   0   236  236  196 R  5.9  0.1   4:13.57 u2p1               
  763 u2        14   0   236  236  196 R  5.9  0.1   4:12.34 u2p2               
  770 u3        14   0   236  236  196 R  5.9  0.1   4:10.32 u3p2               
  776 u4        14   0   236  236  196 R  5.9  0.1   4:08.01 u4p1               
  796 u5        14   0   236  236  196 R  5.9  0.1   3:35.84 u5p1               
  809 u1        14   0   236  236  196 R  5.9  0.1   3:30.67 u1p3               
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.11 init               
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd            
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.00 ksoftirqd_CPU0     
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd             
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush            
    6 root       9   0     0    0    0 S  0.0  0.0   0:00.35 kupdated           
   99 root       9   0     0    0    0 S  0.0  0.0   0:03.55 kjournald          
  413 root       9   0     0    0    0 S  0.0  0.0   0:00.00 khubd              
  495 root       9   0   856  856  732 S  0.0  0.3   0:00.00 dhclient           
  500 daemon     9   0   452  452  384 S  0.0  0.2   0:00.00 portmap            
  657 root       9   0   808  808  704 S  0.0  0.3   0:00.00 syslogd            
  660 root       9   0  1384 1380  480 S  0.0  0.5   0:00.02 klogd              
  695 Debian-e   8   0  1748 1744 1504 S  0.0  0.7   0:00.00 exim4              
  701 root       9   0   720  720  652 S  0.0  0.3   0:00.00 inetd              
  705 lp         9   0   864  864  752 S  0.0  0.3   0:00.01 lpd                
  712 root       8   0  1540 1536 1396 S  0.0  0.6   0:00.00 sshd               
  717 root       9   0   932  932  836 S  0.0  0.4   0:00.00 rpc.statd          
  720 daemon     9   0   636  636  560 S  0.0  0.2   0:00.00 atd                
  723 root       8   0   716  716  612 S  0.0  0.3   0:00.00 cron               
  729 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  730 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  731 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  732 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  733 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  734 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  735 root       9   0  2252 2244 1948 S  0.0  0.9   0:03.88 sshd               
  737 root       9   0  2252 2244 1948 S  0.0  0.9   0:00.00 sshd               
  739 root       9   0  1640 1640 1212 S  0.0  0.6   0:00.03 bash               
  743 root       9   0  2260 2252 1944 S  0.0  0.9   0:01.16 sshd               
  745 root       9   0  2260 2252 1944 S  0.0  0.9   0:00.02 sshd               
  747 root       9   0  1056 1056  780 S  0.0  0.4   0:00.09 sftp-server        
  903 root       9   0  1036 1036  844 R  0.0  0.4   0:00.00 top                


top - 12:56:38 up  1:05,  1 user,  load average: 12.02, 11.87, 10.73
Tasks:  44 total,  13 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s):  69.0% user,  31.0% system,   0.0% nice,   0.0% idle
Mem:    257044k total,    70664k used,   186380k free,    11304k buffers
Swap:        0k total,        0k used,        0k free,    46840k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
  796 u5        20   0   236  236  196 R 15.0  0.1   3:35.99 u5p1               
  763 u2        20   0   236  236  196 R 13.0  0.1   4:12.47 u2p2               
  769 u3        20   0   236  236  196 R 13.0  0.1   4:09.98 u3p1               
  762 u2        20   0   236  236  196 R 12.0  0.1   4:13.69 u2p1               
  770 u3        16   0   236  236  196 R  8.0  0.1   4:10.40 u3p2               
  776 u4        15   0   236  236  196 R  7.0  0.1   4:08.08 u4p1               
  809 u1        14   0   236  236  196 R  7.0  0.1   3:30.74 u1p3               
  755 u1        20   0   236  236  196 R  6.0  0.1   4:22.16 u1p1               
  756 u1        20   0   236  236  196 R  6.0  0.1   4:19.35 u1p2               
  777 u4        14   0   236  236  196 R  6.0  0.1   4:07.38 u4p2               
  815 u1        14   0   236  236  196 R  6.0  0.1   3:30.23 u1p4               
   99 root      10   0     0    0    0 S  1.0  0.0   0:03.56 kjournald          
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.11 init               
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd            
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.00 ksoftirqd_CPU0     
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd             
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush            
    6 root       9   0     0    0    0 S  0.0  0.0   0:00.35 kupdated           
  413 root       9   0     0    0    0 S  0.0  0.0   0:00.00 khubd              
  495 root       9   0   856  856  732 S  0.0  0.3   0:00.00 dhclient           
  500 daemon     9   0   452  452  384 S  0.0  0.2   0:00.00 portmap            
  657 root       9   0   808  808  704 S  0.0  0.3   0:00.00 syslogd            
  660 root       9   0  1384 1380  480 S  0.0  0.5   0:00.02 klogd              
  695 Debian-e   8   0  1748 1744 1504 S  0.0  0.7   0:00.00 exim4              
  701 root       9   0   720  720  652 S  0.0  0.3   0:00.00 inetd              
  705 lp         9   0   864  864  752 S  0.0  0.3   0:00.01 lpd                
  712 root       8   0  1540 1536 1396 S  0.0  0.6   0:00.00 sshd               
  717 root       9   0   932  932  836 S  0.0  0.4   0:00.00 rpc.statd          
  720 daemon     9   0   636  636  560 S  0.0  0.2   0:00.00 atd                
  723 root       8   0   716  716  612 S  0.0  0.3   0:00.00 cron               
  729 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  730 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  731 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  732 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  733 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  734 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  735 root       9   0  2252 2244 1948 S  0.0  0.9   0:03.88 sshd               
  737 root       9   0  2252 2244 1948 S  0.0  0.9   0:00.00 sshd               
  739 root       9   0  1640 1640 1212 S  0.0  0.6   0:00.03 bash               
  743 root       9   0  2260 2252 1944 S  0.0  0.9   0:01.16 sshd               
  745 root       9   0  2260 2252 1944 S  0.0  0.9   0:00.02 sshd               
  747 root       9   0  1056 1056  780 S  0.0  0.4   0:00.09 sftp-server        
  884 u6        14   0   236  236  196 R  0.0  0.1   0:31.72 u6p1               
  903 root       9   0  1036 1036  844 R  0.0  0.4   0:00.00 top                


top - 12:56:39 up  1:05,  1 user,  load average: 12.02, 11.87, 10.73
Tasks:  44 total,  13 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s):  92.0% user,   8.0% system,   0.0% nice,   0.0% idle
Mem:    257044k total,    70668k used,   186376k free,    11304k buffers
Swap:        0k total,        0k used,        0k free,    46844k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
  777 u4        20   0   236  236  196 R 12.0  0.1   4:07.50 u4p2               
  809 u1        20   0   236  236  196 R 12.0  0.1   3:30.86 u1p3               
  815 u1        20   0   236  236  196 R 12.0  0.1   3:30.35 u1p4               
  776 u4        20   0   236  236  196 R 11.0  0.1   4:08.19 u4p1               
  770 u3        20   0   236  236  196 R 10.0  0.1   4:10.50 u3p2               
  884 u6        15   0   236  236  196 R  7.0  0.1   0:31.79 u6p1               
  755 u1        20   0   236  236  196 R  6.0  0.1   4:22.22 u1p1               
  756 u1        20   0   236  236  196 R  6.0  0.1   4:19.41 u1p2               
  762 u2        20   0   236  236  196 R  6.0  0.1   4:13.75 u2p1               
  763 u2        20   0   236  236  196 R  6.0  0.1   4:12.53 u2p2               
  769 u3        20   0   236  236  196 R  6.0  0.1   4:10.04 u3p1               
  796 u5        20   0   236  236  196 R  6.0  0.1   3:36.05 u5p1               
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.11 init               
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd            
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.00 ksoftirqd_CPU0     
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd             
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush            
    6 root       9   0     0    0    0 S  0.0  0.0   0:00.35 kupdated           
   99 root       9   0     0    0    0 S  0.0  0.0   0:03.56 kjournald          
  413 root       9   0     0    0    0 S  0.0  0.0   0:00.00 khubd              
  495 root       9   0   856  856  732 S  0.0  0.3   0:00.00 dhclient           
  500 daemon     9   0   452  452  384 S  0.0  0.2   0:00.00 portmap            
  657 root       9   0   808  808  704 S  0.0  0.3   0:00.00 syslogd            
  660 root       9   0  1384 1380  480 S  0.0  0.5   0:00.02 klogd              
  695 Debian-e   8   0  1748 1744 1504 S  0.0  0.7   0:00.00 exim4              
  701 root       9   0   720  720  652 S  0.0  0.3   0:00.00 inetd              
  705 lp         9   0   864  864  752 S  0.0  0.3   0:00.01 lpd                
  712 root       8   0  1540 1536 1396 S  0.0  0.6   0:00.00 sshd               
  717 root       9   0   932  932  836 S  0.0  0.4   0:00.00 rpc.statd          
  720 daemon     9   0   636  636  560 S  0.0  0.2   0:00.00 atd                
  723 root       8   0   716  716  612 S  0.0  0.3   0:00.00 cron               
  729 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  730 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  731 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  732 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  733 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  734 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  735 root       9   0  2252 2244 1948 S  0.0  0.9   0:03.88 sshd               
  737 root       9   0  2252 2244 1948 S  0.0  0.9   0:00.00 sshd               
  739 root       9   0  1640 1640 1212 S  0.0  0.6   0:00.03 bash               
  743 root       9   0  2260 2252 1944 S  0.0  0.9   0:01.16 sshd               
  745 root       9   0  2260 2252 1944 S  0.0  0.9   0:00.02 sshd               
  747 root       9   0  1056 1056  780 S  0.0  0.4   0:00.09 sftp-server        
  903 root       9   0  1036 1036  844 R  0.0  0.4   0:00.00 top                


top - 12:56:40 up  1:05,  1 user,  load average: 12.02, 11.87, 10.73
Tasks:  44 total,  13 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s): 100.0% user,   0.0% system,   0.0% nice,   0.0% idle
Mem:    257044k total,    70672k used,   186372k free,    11304k buffers
Swap:        0k total,        0k used,        0k free,    46848k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
  755 u1        20   0   236  236  196 R 12.0  0.1   4:22.34 u1p1               
  756 u1        20   0   236  236  196 R 12.0  0.1   4:19.53 u1p2               
  815 u1        20   0   236  236  196 R 12.0  0.1   3:30.47 u1p4               
  762 u2        19   0   236  236  196 R 11.0  0.1   4:13.86 u2p1               
  884 u6        14   0   236  236  196 R 11.0  0.1   0:31.90 u6p1               
  763 u2        14   0   236  236  196 R  6.0  0.1   4:12.59 u2p2               
  769 u3        14   0   236  236  196 R  6.0  0.1   4:10.10 u3p1               
  770 u3        14   0   236  236  196 R  6.0  0.1   4:10.56 u3p2               
  776 u4        14   0   236  236  196 R  6.0  0.1   4:08.25 u4p1               
  777 u4        14   0   236  236  196 R  6.0  0.1   4:07.56 u4p2               
  796 u5        14   0   236  236  196 R  6.0  0.1   3:36.11 u5p1               
  809 u1        14   0   236  236  196 R  6.0  0.1   3:30.92 u1p3               
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.11 init               
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd            
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.00 ksoftirqd_CPU0     
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd             
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush            
    6 root       9   0     0    0    0 S  0.0  0.0   0:00.35 kupdated           
   99 root       9   0     0    0    0 S  0.0  0.0   0:03.56 kjournald          
  413 root       9   0     0    0    0 S  0.0  0.0   0:00.00 khubd              
  495 root       9   0   856  856  732 S  0.0  0.3   0:00.00 dhclient           
  500 daemon     9   0   452  452  384 S  0.0  0.2   0:00.00 portmap            
  657 root       9   0   808  808  704 S  0.0  0.3   0:00.00 syslogd            
  660 root       9   0  1384 1380  480 S  0.0  0.5   0:00.02 klogd              
  695 Debian-e   8   0  1748 1744 1504 S  0.0  0.7   0:00.00 exim4              
  701 root       9   0   720  720  652 S  0.0  0.3   0:00.00 inetd              
  705 lp         9   0   864  864  752 S  0.0  0.3   0:00.01 lpd                
  712 root       8   0  1540 1536 1396 S  0.0  0.6   0:00.00 sshd               
  717 root       9   0   932  932  836 S  0.0  0.4   0:00.00 rpc.statd          
  720 daemon     9   0   636  636  560 S  0.0  0.2   0:00.00 atd                
  723 root       8   0   716  716  612 S  0.0  0.3   0:00.00 cron               
  729 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  730 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  731 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  732 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  733 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  734 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  735 root       9   0  2252 2244 1948 S  0.0  0.9   0:03.88 sshd               
  737 root       9   0  2252 2244 1948 S  0.0  0.9   0:00.00 sshd               
  739 root       9   0  1640 1640 1212 S  0.0  0.6   0:00.03 bash               
  743 root       9   0  2260 2252 1944 S  0.0  0.9   0:01.16 sshd               
  745 root       9   0  2260 2252 1944 S  0.0  0.9   0:00.02 sshd               
  747 root       9   0  1056 1056  780 S  0.0  0.4   0:00.09 sftp-server        
  903 root       9   0  1036 1036  844 R  0.0  0.4   0:00.00 top                


top - 12:56:41 up  1:05,  1 user,  load average: 12.02, 11.87, 10.73
Tasks:  44 total,  13 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s): 100.0% user,   0.0% system,   0.0% nice,   0.0% idle
Mem:    257044k total,    70676k used,   186368k free,    11304k buffers
Swap:        0k total,        0k used,        0k free,    46852k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
  763 u2        20   0   236  236  196 R 12.0  0.1   4:12.71 u2p2               
  769 u3        20   0   236  236  196 R 12.0  0.1   4:10.22 u3p1               
  770 u3        20   0   236  236  196 R 12.0  0.1   4:10.68 u3p2               
  776 u4        20   0   236  236  196 R 12.0  0.1   4:08.37 u4p1               
  777 u4        20   0   236  236  196 R 12.0  0.1   4:07.68 u4p2               
  796 u5        17   0   236  236  196 R  9.0  0.1   3:36.20 u5p1               
  762 u2        20   0   236  236  196 R  7.0  0.1   4:13.93 u2p1               
  755 u1        20   0   236  236  196 R  6.0  0.1   4:22.40 u1p1               
  756 u1        20   0   236  236  196 R  6.0  0.1   4:19.59 u1p2               
  809 u1        14   0   236  236  196 R  6.0  0.1   3:30.98 u1p3               
  884 u6        14   0   236  236  196 R  6.0  0.1   0:31.96 u6p1               
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.11 init               
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd            
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.00 ksoftirqd_CPU0     
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd             
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush            
    6 root       9   0     0    0    0 S  0.0  0.0   0:00.35 kupdated           
   99 root       9   0     0    0    0 S  0.0  0.0   0:03.56 kjournald          
  413 root       9   0     0    0    0 S  0.0  0.0   0:00.00 khubd              
  495 root       9   0   856  856  732 S  0.0  0.3   0:00.00 dhclient           
  500 daemon     9   0   452  452  384 S  0.0  0.2   0:00.00 portmap            
  657 root       9   0   808  808  704 S  0.0  0.3   0:00.00 syslogd            
  660 root       9   0  1384 1380  480 S  0.0  0.5   0:00.02 klogd              
  695 Debian-e   8   0  1748 1744 1504 S  0.0  0.7   0:00.00 exim4              
  701 root       9   0   720  720  652 S  0.0  0.3   0:00.00 inetd              
  705 lp         9   0   864  864  752 S  0.0  0.3   0:00.01 lpd                
  712 root       8   0  1540 1536 1396 S  0.0  0.6   0:00.00 sshd               
  717 root       9   0   932  932  836 S  0.0  0.4   0:00.00 rpc.statd          
  720 daemon     9   0   636  636  560 S  0.0  0.2   0:00.00 atd                
  723 root       8   0   716  716  612 S  0.0  0.3   0:00.00 cron               
  729 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  730 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  731 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  732 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  733 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  734 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  735 root       9   0  2252 2244 1948 S  0.0  0.9   0:03.88 sshd               
  737 root       9   0  2252 2244 1948 S  0.0  0.9   0:00.00 sshd               
  739 root       9   0  1640 1640 1212 S  0.0  0.6   0:00.03 bash               
  743 root       9   0  2260 2252 1944 S  0.0  0.9   0:01.16 sshd               
  745 root       9   0  2260 2252 1944 S  0.0  0.9   0:00.02 sshd               
  747 root       9   0  1056 1056  780 S  0.0  0.4   0:00.09 sftp-server        
  815 u1        14   0   236  236  196 R  0.0  0.1   3:30.47 u1p4               
  903 root       9   0  1036 1036  844 R  0.0  0.4   0:00.00 top                


top - 12:56:42 up  1:05,  1 user,  load average: 12.02, 11.87, 10.74
Tasks:  44 total,  13 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s):  98.0% user,   2.0% system,   0.0% nice,   0.0% idle
Mem:    257044k total,    70680k used,   186364k free,    11304k buffers
Swap:        0k total,        0k used,        0k free,    46856k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
  884 u6        20   0   236  236  196 R 18.0  0.1   0:32.14 u6p1               
  809 u1        14   0   236  236  196 R 12.0  0.1   3:31.10 u1p3               
  815 u1        14   0   236  236  196 R 12.0  0.1   3:30.59 u1p4               
  796 u5        14   0   236  236  196 R  9.0  0.1   3:36.29 u5p1               
  755 u1        15   0   236  236  196 R  7.0  0.1   4:22.47 u1p1               
  756 u1        14   0   236  236  196 R  6.0  0.1   4:19.65 u1p2               
  762 u2        14   0   236  236  196 R  6.0  0.1   4:13.99 u2p1               
  763 u2        14   0   236  236  196 R  6.0  0.1   4:12.77 u2p2               
  769 u3        14   0   236  236  196 R  6.0  0.1   4:10.28 u3p1               
  770 u3        14   0   236  236  196 R  6.0  0.1   4:10.74 u3p2               
  776 u4        14   0   236  236  196 R  6.0  0.1   4:08.43 u4p1               
  777 u4        14   0   236  236  196 R  6.0  0.1   4:07.74 u4p2               
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.11 init               
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd            
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.00 ksoftirqd_CPU0     
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd             
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush            
