top - 12:30:22 up 39 min,  1 user,  load average: 11.00, 10.61, 7.31
Tasks:  43 total,  12 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s):  44.3% user,   4.4% system,   0.0% nice,  51.2% idle
Mem:    257044k total,    64704k used,   192340k free,     9408k buffers
Swap:        0k total,        0k used,        0k free,    43624k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
  776 u4        20   0   236  236  196 R 22.1  0.1   1:48.81 u4p1               
  755 u1        20   0   236  236  196 R 12.1  0.1   2:02.96 u1p1               
  756 u1        20   0   236  236  196 R 12.1  0.1   1:59.80 u1p2               
  762 u2        20   0   236  236  196 R 12.1  0.1   1:53.72 u2p1               
  763 u2        20   0   236  236  196 R 12.1  0.1   1:52.98 u2p2               
  777 u4        20   0   236  236  196 R 12.1  0.1   1:48.43 u4p2               
  796 u5        19   0   236  236  196 R 10.1  0.1   1:16.44 u5p1               
  769 u3        17   0   236  236  196 R  6.0  0.1   1:50.58 u3p1               
  770 u3        15   0   236  236  196 R  2.0  0.1   1:50.66 u3p2               
    1 root       9   0   500  500  448 S  0.0  0.2   0:00.11 init               
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd            
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.00 ksoftirqd_CPU0     
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd             
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush            
    6 root       9   0     0    0    0 S  0.0  0.0   0:00.26 kupdated           
   99 root       9   0     0    0    0 S  0.0  0.0   0:01.35 kjournald          
  413 root       9   0     0    0    0 S  0.0  0.0   0:00.00 khubd              
  495 root       9   0   856  856  732 S  0.0  0.3   0:00.00 dhclient           
  500 daemon     9   0   452  452  384 S  0.0  0.2   0:00.00 portmap            
  657 root       9   0   808  808  704 S  0.0  0.3   0:00.00 syslogd            
  660 root       9   0  1384 1380  480 S  0.0  0.5   0:00.02 klogd              
  695 Debian-e   8   0  1748 1744 1504 S  0.0  0.7   0:00.00 exim4              
  701 root       9   0   720  720  652 S  0.0  0.3   0:00.00 inetd              
  705 lp         9   0   864  864  752 S  0.0  0.3   0:00.01 lpd                
