top - 12:37:32 up 46 min,  1 user,  load average: 11.00, 10.91, 8.67
Tasks:  43 total,  12 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s):  51.6% user,   5.1% system,   0.0% nice,  43.3% idle
Mem:    257044k total,    67252k used,   189792k free,    10224k buffers
Swap:        0k total,        0k used,        0k free,    45196k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
  777 u4        20   0   236  236  196 R 21.6  0.1   2:27.30 u4p2               
  756 u1        20   0   236  236  196 R 13.8  0.1   2:38.69 u1p2               
  755 u1        20   0   236  236  196 R 11.8  0.1   2:41.80 u1p1               
  762 u2        20   0   236  236  196 R 11.8  0.1   2:32.58 u2p1               
  763 u2        20   0   236  236  196 R 11.8  0.1   2:31.91 u2p2               
  769 u3        20   0   236  236  196 R 11.8  0.1   2:30.11 u3p1               
  770 u3        20   0   236  236  196 R 11.8  0.1   2:29.88 u3p2               
  776 u4        17   0   236  236  196 R  5.9  0.1   2:27.75 u4p1               
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.11 init               
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd            
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.00 ksoftirqd_CPU0     
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd             
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush            
    6 root       9   0     0    0    0 S  0.0  0.0   0:00.27 kupdated           
   99 root       9   0     0    0    0 S  0.0  0.0   0:02.04 kjournald          
  413 root       9   0     0    0    0 S  0.0  0.0   0:00.00 khubd              
  495 root       9   0   856  856  732 S  0.0  0.3   0:00.00 dhclient           
  500 daemon     9   0   452  452  384 S  0.0  0.2   0:00.00 portmap            
  657 root       9   0   808  808  704 S  0.0  0.3   0:00.00 syslogd            
  660 root       9   0  1384 1380  480 S  0.0  0.5   0:00.02 klogd              
  695 Debian-e   8   0  1748 1744 1504 S  0.0  0.7   0:00.00 exim4              
  701 root       9   0   720  720  652 S  0.0  0.3   0:00.00 inetd              
  705 lp         9   0   864  864  752 S  0.0  0.3   0:00.01 lpd                
  712 root       8   0  1540 1536 1396 S  0.0  0.6   0:00.00 sshd               
  717 root       9   0   932  932  836 S  0.0  0.4   0:00.00 rpc.statd          
  720 daemon     9   0   636  636  560 S  0.0  0.2   0:00.00 atd                
  723 root       8   0   716  716  612 S  0.0  0.3   0:00.00 cron               
  729 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  730 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  731 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  732 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  733 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  734 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  735 root       9   0  2232 2224 1944 S  0.0  0.9   0:02.25 sshd               
  737 root       9   0  2232 2224 1944 S  0.0  0.9   0:00.00 sshd               
  739 root      11   0  1640 1640 1212 S  0.0  0.6   0:00.03 bash               
  743 root       9   0  2252 2244 1944 S  0.0  0.9   0:00.72 sshd               
  745 root       9   0  2252 2244 1944 S  0.0  0.9   0:00.00 sshd               
  747 root       9   0  1020 1020  780 S  0.0  0.4   0:00.09 sftp-server        
  796 u5        14   0   236  236  196 R  0.0  0.1   1:55.24 u5p1               
  809 u1        14   0   236  236  196 R  0.0  0.1   1:50.73 u1p3               
  815 u1        14   0   236  236  196 R  0.0  0.1   1:49.62 u1p4               
  833 root      11   0   948  948  768 R  0.0  0.4   0:00.00 top                


top - 12:37:33 up 46 min,  1 user,  load average: 11.00, 10.91, 8.67
Tasks:  43 total,  12 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s):  66.3% user,  33.7% system,   0.0% nice,   0.0% idle
Mem:    257044k total,    67268k used,   189776k free,    10232k buffers
Swap:        0k total,        0k used,        0k free,    45200k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
  809 u1        14   0   236  236  196 R 12.9  0.1   1:50.86 u1p3               
  755 u1        20   0   236  236  196 R 11.9  0.1   2:41.92 u1p1               
  756 u1        20   0   236  236  196 R 11.9  0.1   2:38.81 u1p2               
  796 u5        14   0   236  236  196 R 11.9  0.1   1:55.36 u5p1               
  815 u1        14   0   236  236  196 R 11.9  0.1   1:49.74 u1p4               
  776 u4        14   0   236  236  196 R  9.9  0.1   2:27.85 u4p1               
  762 u2        14   0   236  236  196 R  5.9  0.1   2:32.64 u2p1               
  763 u2        14   0   236  236  196 R  5.9  0.1   2:31.97 u2p2               
  769 u3        14   0   236  236  196 R  5.9  0.1   2:30.17 u3p1               
  770 u3        14   0   236  236  196 R  5.9  0.1   2:29.94 u3p2               
  777 u4        14   0   236  236  196 R  5.9  0.1   2:27.36 u4p2               
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.11 init               
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd            
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.00 ksoftirqd_CPU0     
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd             
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush            
    6 root       9   0     0    0    0 S  0.0  0.0   0:00.27 kupdated           
   99 root       9   0     0    0    0 S  0.0  0.0   0:02.04 kjournald          
  413 root       9   0     0    0    0 S  0.0  0.0   0:00.00 khubd              
  495 root       9   0   856  856  732 S  0.0  0.3   0:00.00 dhclient           
  500 daemon     9   0   452  452  384 S  0.0  0.2   0:00.00 portmap            
  657 root       9   0   808  808  704 S  0.0  0.3   0:00.00 syslogd            
  660 root       9   0  1384 1380  480 S  0.0  0.5   0:00.02 klogd              
  695 Debian-e   8   0  1748 1744 1504 S  0.0  0.7   0:00.00 exim4              
  701 root       9   0   720  720  652 S  0.0  0.3   0:00.00 inetd              
  705 lp         9   0   864  864  752 S  0.0  0.3   0:00.01 lpd                
  712 root       8   0  1540 1536 1396 S  0.0  0.6   0:00.00 sshd               
  717 root       9   0   932  932  836 S  0.0  0.4   0:00.00 rpc.statd          
  720 daemon     9   0   636  636  560 S  0.0  0.2   0:00.00 atd                
  723 root       8   0   716  716  612 S  0.0  0.3   0:00.00 cron               
  729 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  730 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  731 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  732 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  733 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  734 root       9   0   472  472  420 S  0.0  0.2   0:00.00 getty              
  735 root       9   0  2232 2224 1944 S  0.0  0.9   0:02.25 sshd               
  737 root       9   0  2232 2224 1944 S  0.0  0.9   0:00.00 sshd               
  739 root       9   0  1640 1640 1212 S  0.0  0.6   0:00.03 bash               
  743 root       9   0  2252 2244 1944 S  0.0  0.9   0:00.72 sshd               
  745 root       9   0  2252 2244 1944 S  0.0  0.9   0:00.00 sshd               
  747 root       9   0  1020 1020  780 S  0.0  0.4   0:00.09 sftp-server        
  833 root       9   0  1036 1036  844 R  0.0  0.4   0:00.00 top                


top - 12:37:34 up 46 min,  1 user,  load average: 11.00, 10.91, 8.67
Tasks:  43 total,  12 running,  31 sleeping,   0 stopped,   0 zombie
Cpu(s):  55.9% user,  44.1% system,   0.0% nice,   0.0% idle
Mem:    257044k total,    67272k used,   189772k free,    10232k buffers
Swap:        0k total,        0k used,        0k free,    45204k cached

  PID USER      PR  NI  VIRT  RES  SHR S %CPU %MEM    TIME+  COMMAND            
  762 u2        20   0   236  236  196 R 13.7  0.1   2:32.78 u2p1               
  763 u2        20   0   236  236  196 R 13.7  0.1   2:32.11 u2p2               
  770 u3        20   0   236  236  196 R 12.8  0.1   2:30.07 u3p2               
  769 u3        20   0   236  236  196 R 11.8  0.1   2:30.29 u3p1               
  777 u4        20   0   236  236  196 R 11.8  0.1   2:27.48 u4p2               
  815 u1        14   0   236  236  196 R  6.9  0.1   1:49.81 u1p4               
  755 u1        20   0   236  236  196 R  5.9  0.1   2:41.98 u1p1               
  756 u1        20   0   236  236  196 R  5.9  0.1   2:38.87 u1p2               
  776 u4        14   0   236  236  196 R  5.9  0.1   2:27.91 u4p1               
  796 u5        14   0   236  236  196 R  5.9  0.1   1:55.42 u5p1               
  809 u1        14   0   236  236  196 R  5.9  0.1   1:50.92 u1p3               
    1 root       8   0   500  500  448 S  0.0  0.2   0:00.11 init               
    2 root       8   0     0    0    0 S  0.0  0.0   0:00.00 keventd            
    3 root      19  19     0    0    0 S  0.0  0.0   0:00.00 ksoftirqd_CPU0     
    4 root       9   0     0    0    0 S  0.0  0.0   0:00.00 kswapd             
    5 root       9   0     0    0    0 S  0.0  0.0   0:00.00 bdflush            
    6 root       9   0     0    0    0 S  0.0  0.0   0:00.27 kupdated           
   99 root       9   0     0    0    0 S  0.0  0.0   0:02.04 kjournald          
  413 root       9   0     0    0    0 S  0.0  0.0   0:00.00 khubd              
  495 root       9   0   856  856  732 S  0.0  0.3   0:00.00 dhclient           
  500 daemon     9   0   452  452  384 S  0.0  0.2   0:00.00 portmap            
  657 root       9   0   808  808  704 S  0.0  0.3   0:00.00 syslogd            
  660 root       9   0  1384 1380  480 S  0.0  0.5   0:00.02 klogd              
  695 Debian-e   8   0  1748 1744 1504 S  0.0  0.7   0:00.00 exim4              
  701 root       9   0   720  720  652 S  0.0  0.3   0:00.00 inetd              
  705 lp         9   0   864  864  752 S  0.0  0.3   0:00.01 lpd                
  712 root       8   0  1540 1536 1396 S  0.0  0.6   0:00.00 sshd               
  717 root       9   0   932  932  836 S  0.0  0.4   0:00.00 rpc.statd          
